OBJECTID,UNITID,ASSOCIATEDNAME,SAMPLEDATE,DICHLOROBENZENE_1_2,TRANS_1_3_DICHLOROPROPYLENE,DICHLOROBENZENE_1_4,SILVER,ALUMINUM,ALGAE_AND_CYANOBACTERIA,ARSENIC,BORON,BARIUM,BERYLLIUM,BENZENE,BISMUTH,CALCIUM,CBIOCHEMICAL_OXYGEN_DEMAND,CADMIUM,CIS_1_2_DICHLOROETHYLENE,CHLOROFORM,CHLORIDE,COBALT,CONDUCTIVITY_FIELD,CHROMIUM,COPPER,DICHLOROMETHANE,DISSOLVED_OXYGEN,DISSOLVED_OXYGEN_FIELD,ESCHERICHIA_COLI,ETHYLBENZENE,FLUORIDE,IRON,HARDNESS,POTASSIUM,LITHIUM,MICROSCOPIC_ANALYSIS,MAGNESIUM,MANGANESE,MOLYBDENUM,M_PLUS_P_XYLENE,SODIUM,UNIONIZED_AMMONIA_AS_NH3_AT_FI,AMMONIA_PLUS_AMMONIUM_AS_N,NICKEL,NITRITE_AS_N,NITRATE_AS_N,NITRATE_PLUS_NITRITE_AS_N,O_PHOSPHATE_AS_P,O_XYLENE,PHOSPHORUS_TOTAL,PHOSPHORUS_DISSOLVED_TOTAL,LEAD,PH,PH_FIELD,ANTIMONY,SELENIUM,SILICON,TIN,STRONTIUM,TETRACHLOROETHANE_1_1_2_2,TEMPERATURE_FIELD,TRICHLOROETHYLENE,TITANIUM,TOTAL_KJELDAHL_NITROGEN_AS_N,THALLIUM,TOLUENE,TOTAL_SUSPENDED_SOLIDS,TETRACHLOROETHYLENE,URANIUM,VANADIUM,TUNGSTEN,XYLENE,CAFFEINE,ZINC,ZIRCONIUM,LONGITUDE,LATITUDE
21,LSC SW2,HAMILTON WEST SWQP,2022/05/17 05:00:00+00,,,,<0.0001 mg/L,0.157 mg/L,,0.0007 mg/L,0.123 mg/L,0.0902 mg/L,<0.0001 mg/L,,<0.0001 mg/L,104 mg/L,<2 mg/L,<0.0001 mg/L,,,389 mg/L,0.0006 mg/L,1855 uS/cm,0.0006 mg/L,0.0025 mg/L,,,6.4 mg/L,2420 MPN/100mL,,,0.662 mg/L,363 mg/L,8.18 mg/L,0.0166 mg/L,,25.2 mg/L,0.344 mg/L,0.0013 mg/L,,220 mg/L,,0.34 mg/L,0.0022 mg/L,0.07 mg/L,7.76 mg/L,,<0.05 mg/L,,0.084 mg/L,,0.0016 mg/L,,7.40 pH,0.0003 mg/L,0.0006 mg/L,3.83 mg/L,0.0001 mg/L,1.35 mg/L,,14.3 C,,0.0047 mg/L,0.7 mg/L,<0.0003 mg/L,,9.0 mg/L,,0.577 ug/L,0.0016 mg/L,<0.0001 mg/L,,,0.022 mg/L,<0.0004 mg/L,-79.94253,43.26627
22,LSC SW2,HAMILTON WEST SWQP,2022/05/20 05:00:00+00,,,,<0.0001 mg/L,0.760 mg/L,,0.0012 mg/L,0.166 mg/L,0.135 mg/L,<0.0001 mg/L,,<0.0001 mg/L,91.0 mg/L,14 mg/L,<0.0001 mg/L,,,270 mg/L,0.0015 mg/L,1384 uS/cm,0.0020 mg/L,0.0081 mg/L,,,11.57 mg/L,60 MPN/100mL,,,1.93 mg/L,322 mg/L,9.67 mg/L,0.0121 mg/L,Note ,22.9 mg/L,0.251 mg/L,0.0016 mg/L,,163 mg/L,,0.15 mg/L,0.0046 mg/L,0.09 mg/L,13.5 mg/L,,<0.05 mg/L,,0.435 mg/L,,0.0051 mg/L,,7.44 pH,0.0003 mg/L,0.0006 mg/L,3.80 mg/L,0.0002 mg/L,0.908 mg/L,,15.7 C,,0.0183 mg/L,3.0 mg/L,<0.0003 mg/L,,199 mg/L,,0.358 ug/L,0.0034 mg/L,0.0001 mg/L,,,0.110 mg/L,<0.0004 mg/L,-79.94253,43.26627
23,LSC SW2,HAMILTON WEST SWQP,2022/06/29 05:00:00+00,,,,<0.0001 mg/L,0.058 mg/L,,0.0006 mg/L,0.297 mg/L,0.0390 mg/L,<0.0001 mg/L,,<0.0001 mg/L,58.9 mg/L,<2 mg/L,<0.0001 mg/L,,,200 mg/L,0.0008 mg/L,1992 uS/cm,0.0003 mg/L,0.0038 mg/L,,,3.5 mg/L,2010 MPN/100mL,,,0.248 mg/L,222 mg/L,12.0 mg/L,0.0103 mg/L,,18.1 mg/L,0.0965 mg/L,0.0030 mg/L,,129 mg/L,,0.30 mg/L,0.0035 mg/L,0.06 mg/L,14.7 mg/L,,0.08 mg/L,,0.198 mg/L,,0.0009 mg/L,,7.48 pH,0.0004 mg/L,0.0002 mg/L,1.77 mg/L,<0.0001 mg/L,0.588 mg/L,,17.9 C,,0.0014 mg/L,2.1 mg/L,<0.0003 mg/L,,6.4 mg/L,,0.122 ug/L,0.0018 mg/L,0.0001 mg/L,,,0.016 mg/L,<0.0004 mg/L,-79.94253,43.26627
24,LSC SW2,HAMILTON WEST SWQP,2022/07/06 05:00:00+00,,,,<0.0001 mg/L,0.062 mg/L,,0.0008 mg/L,0.276 mg/L,0.0442 mg/L,<0.0001 mg/L,,<0.0001 mg/L,67.5 mg/L,<2 mg/L,<0.0001 mg/L,,,196 mg/L,0.0006 mg/L,1189 uS/cm,0.0004 mg/L,0.0042 mg/L,,,5.4 mg/L,930 MPN/100mL,,,0.290 mg/L,240 mg/L,11.4 mg/L,0.0102 mg/L,,17.3 mg/L,0.117 mg/L,0.0026 mg/L,,129 mg/L,,0.22 mg/L,0.0035 mg/L,0.06 mg/L,14.7 mg/L,,0.06 mg/L,,0.159 mg/L,,0.0008 mg/L,,7.58 pH,0.0004 mg/L,0.0003 mg/L,1.97 mg/L,<0.0001 mg/L,0.661 mg/L,,21.3 C,,0.0016 mg/L,0.9 mg/L,<0.0003 mg/L,,5.7 mg/L,,0.150 ug/L,0.0018 mg/L,0.0001 mg/L,,,0.016 mg/L,<0.0004 mg/L,-79.94253,43.26627
25,LSC SW2,HAMILTON WEST SWQP,2022/08/10 05:00:00+00,,,,<0.0001 mg/L,0.110 mg/L,,0.0006 mg/L,0.221 mg/L,0.0294 mg/L,<0.0001 mg/L,,<0.0001 mg/L,59.4 mg/L,<2 mg/L,<0.0001 mg/L,,,165 mg/L,0.0006 mg/L,988 uS/cm,0.0004 mg/L,0.0049 mg/L,,,6.7 mg/L,290 MPN/100mL,,,0.281 mg/L,217 mg/L,12.7 mg/L,0.0091 mg/L,,16.7 mg/L,0.0338 mg/L,0.0021 mg/L,,106 mg/L,,0.07 mg/L,0.0038 mg/L,<0.1 mg/L,15.9 mg/L,,0.07 mg/L,,0.137 mg/L,,0.0010 mg/L,,7.91 pH,0.0002 mg/L,0.0002 mg/L,0.81 mg/L,<0.0001 mg/L,0.514 mg/L,,21.2 C,,0.0029 mg/L,0.6 mg/L,<0.0003 mg/L,,7.8 mg/L,,0.056 ug/L,0.0019 mg/L,<0.0001 mg/L,,,0.017 mg/L,<0.0004 mg/L,-79.94253,43.26627
26,LSC SW2,HAMILTON WEST SWQP,2022/09/21 05:00:00+00,,,,<0.0001 mg/L,0.035 mg/L,,0.0004 mg/L,0.258 mg/L,0.0258 mg/L,<0.0001 mg/L,,<0.0001 mg/L,57.6 mg/L,<2 mg/L,<0.0001 mg/L,,,164 mg/L,0.0006 mg/L,1035 uS/cm,0.0006 mg/L,0.0063 mg/L,,,7.0 mg/L,131 MPN/100mL,,,0.129 mg/L,215 mg/L,13.1 mg/L,0.0089 mg/L,,17.3 mg/L,0.0342 mg/L,0.0019 mg/L,,107 mg/L,,0.08 mg/L,0.0034 mg/L,<0.05 mg/L,19.7 mg/L,,0.12 mg/L,,0.163 mg/L,,0.0004 mg/L,,7.79 pH,0.0003 mg/L,0.0002 mg/L,2.02 mg/L,<0.0001 mg/L,0.505 mg/L,,21.2 C,,0.0009 mg/L,0.7 mg/L,<0.0003 mg/L,,3.4 mg/L,,0.039 ug/L,0.0016 mg/L,<0.0001 mg/L,,,0.014 mg/L,<0.0004 mg/L,-79.94253,43.26627
27,LSC SW2,HAMILTON WEST SWQP,2022/05/12 05:00:00+00,,,,<0.0001 mg/L,0.110 mg/L,,0.0005 mg/L,0.149 mg/L,0.0378 mg/L,<0.0001 mg/L,,<0.0001 mg/L,82.5 mg/L,5 mg/L,<0.0001 mg/L,,,265 mg/L,0.0008 mg/L,1524 uS/cm,0.0003 mg/L,0.0039 mg/L,,15.7 mg/L,17.1 mg/L,7 MPN/100mL,,,0.537 mg/L,299 mg/L,9.31 mg/L,0.0101 mg/L,,22.6 mg/L,0.158 mg/L,0.0015 mg/L,,149 mg/L,,0.04 mg/L,0.0031 mg/L,<0.1 mg/L,13.7 mg/L,,<0.05 mg/L,,0.085 mg/L,,0.0011 mg/L,,7.83 pH,0.0003 mg/L,0.0005 mg/L,2.38 mg/L,<0.0001 mg/L,0.862 mg/L,,14.8 C,,0.0026 mg/L,1.3 mg/L,<0.0003 mg/L,,107 mg/L,,0.432 ug/L,0.0011 mg/L,<0.0001 mg/L,,,0.020 mg/L,<0.0004 mg/L,-79.94253,43.26627
28,LSC SW2,HAMILTON WEST SWQP,2022/12/07 05:00:00+00,,,,<0.0001 mg/L,0.057 mg/L,,0.0003 mg/L,0.226 mg/L,0.0229 mg/L,<0.0001 mg/L,,<0.0001 mg/L,58.6 mg/L,<2 mg/L,<0.0001 mg/L,,,164 mg/L,0.0007 mg/L,1042 uS/cm,0.0003 mg/L,0.0065 mg/L,,,8.9 mg/L,960 MPN/100mL,,,0.174 mg/L,221 mg/L,13.9 mg/L,0.0088 mg/L,,18.1 mg/L,0.045 mg/L,0.002 mg/L,,105 mg/L,,0.07 mg/L,0.0041 mg/L,<0.05 mg/L,21.1 mg/L,,0.05 mg/L,,0.094 mg/L,,0.0005 mg/L,,8.09 pH,0.0003 mg/L,0.0002 mg/L,1.94 mg/L,<0.0001 mg/L,0.528 mg/L,,10.6 C,,0.0013 mg/L,<1.0 mg/L,<0.0003 mg/L,,12.2 mg/L,,0.026 ug/L,0.001 mg/L,<0.0001 mg/L,,,0.024 mg/L,<0.0004 mg/L,-79.94253,43.26627
29,LSC SW2,HAMILTON WEST SWQP,2023/01/17 05:00:00+00,,,,<0.0001 mg/L,0.046 mg/L,,0.0003 mg/L,0.205 mg/L,0.0301 mg/L,<0.0001 mg/L,,<0.0001 mg/L,70.8 mg/L,<2 mg/L,<0.0001 mg/L,,,252 mg/L,0.0009 mg/L,5938 uS/cm,0.0002 mg/L,0.0066 mg/L,,,10.8 mg/L,4880 MPN/100mL,,,0.184 mg/L,259 mg/L,11.9 mg/L,0.0091 mg/L,,19.9 mg/L,0.069 mg/L,0.0018 mg/L,,158 mg/L,,0.08 mg/L,0.0034 mg/L,<0.05 mg/L,18.5 mg/L,,<0.05 mg/L,,0.096 mg/L,,0.0005 mg/L,,7.59 pH,0.0003 mg/L,0.0003 mg/L,2.3 mg/L,0.0001 mg/L,0.727 mg/L,,6.1 C,,0.0017 mg/L,0.8 mg/L,<0.0003 mg/L,,2.6 mg/L,,0.08 ug/L,0.0011 mg/L,<0.0001 mg/L,,,0.027 mg/L,<0.0004 mg/L,-79.94253,43.26627
30,LSC SW2,HAMILTON WEST SWQP,2023/02/14 05:00:00+00,,,,<0.0001 mg/L,0.045 mg/L,,0.0002 mg/L,0.158 mg/L,0.0427 mg/L,<0.0001 mg/L,,<0.0001 mg/L,95 mg/L,<2 mg/L,<0.0001 mg/L,,,315 mg/L,0.0008 mg/L,1510 uS/cm,0.0002 mg/L,0.0038 mg/L,,,10.9 mg/L,660 MPN/100mL,,,0.188 mg/L,333 mg/L,8.71 mg/L,0.0101 mg/L,,23.3 mg/L,0.0767 mg/L,0.0017 mg/L,,188 mg/L,,0.05 mg/L,0.0031 mg/L,<0.05 mg/L,13 mg/L,,<0.05 mg/L,,0.073 mg/L,,0.0004 mg/L,,7.67 pH,0.0002 mg/L,0.0006 mg/L,3.2 mg/L,<0.0001 mg/L,1.01 mg/L,,9.1 C,,0.0017 mg/L,0.5 mg/L,<0.0003 mg/L,,2.4 mg/L,,0.414 ug/L,0.001 mg/L,<0.0001 mg/L,,,0.025 mg/L,<0.0004 mg/L,-79.94253,43.26627
31,LSC SW2,HAMILTON WEST SWQP,2023/03/22 05:00:00+00,,,,<0.0001 mg/L,0.057 mg/L,,0.0002 mg/L,0.099 mg/L,0.0475 mg/L,<0.0001 mg/L,,<0.0001 mg/L,96.5 mg/L,<2 mg/L,<0.0001 mg/L,,,332 mg/L,0.0006 mg/L,1791 uS/cm,0.0002 mg/L,0.0031 mg/L,,,13.42 mg/L,2600 MPN/100mL,,,0.185 mg/L,342 mg/L,7.11 mg/L,0.01 mg/L,,24.6 mg/L,0.0584 mg/L,0.0015 mg/L,,184 mg/L,,0.03 mg/L,0.0027 mg/L,<0.05 mg/L,11.3 mg/L,,<0.05 mg/L,,0.048 mg/L,,0.0004 mg/L,,7.73 pH,0.0002 mg/L,0.0008 mg/L,2.9 mg/L,<0.0001 mg/L,1.07 mg/L,,9.2 C,,0.0013 mg/L,0.3 mg/L,<0.0003 mg/L,,1.2 mg/L,,0.881 ug/L,0.0008 mg/L,<0.0001 mg/L,,,0.025 mg/L,<0.0004 mg/L,-79.94253,43.26627
32,LSC SW2,HAMILTON WEST SWQP,2023/04/24 05:00:00+00,,,,<0.0001 mg/L,0.147 mg/L,,0.0004 mg/L,0.121 mg/L,0.0697 mg/L,<0.0001 mg/L,,<0.0001 mg/L,94.1 mg/L,<2 mg/L,<0.0001 mg/L,,,307 mg/L,0.0004 mg/L,1589 uS/cm,0.0007 mg/L,0.003 mg/L,,,12.2 mg/L,60 MPN/100mL,,,0.517 mg/L,339 mg/L,7.28 mg/L,0.0097 mg/L,,25.2 mg/L,0.182 mg/L,0.0013 mg/L,,196 mg/L,,0.06 mg/L,0.0025 mg/L,<0.1 mg/L,9.53 mg/L,,<0.05 mg/L,,0.065 mg/L,,0.001 mg/L,,7.91 pH,0.0002 mg/L,0.0008 mg/L,3.46 mg/L,0.0001 mg/L,1.09 mg/L,,11.7 C,,0.0048 mg/L,0.6 mg/L,<0.0003 mg/L,,9.4 mg/L,,0.693 ug/L,0.0011 mg/L,<0.0001 mg/L,,,0.023 mg/L,<0.0004 mg/L,-79.94253,43.26627
33,LSC SW2,HAMILTON WEST SWQP,2022/10/12 05:00:00+00,,,,<0.0001 mg/L,0.043 mg/L,,0.0005 mg/L,0.312 mg/L,0.0221 mg/L,<0.0001 mg/L,,<0.0001 mg/L,57.4 mg/L,3 mg/L,<0.0001 mg/L,,,151 mg/L,0.0008 mg/L,864 uS/cm,0.0002 mg/L,0.0068 mg/L,,,10.1 mg/L,261 MPN/100mL,,,0.157 mg/L,217 mg/L,15.9 mg/L,0.0089 mg/L,,17.8 mg/L,0.0333 mg/L,0.0025 mg/L,,113 mg/L,,0.18 mg/L,0.0040 mg/L,<0.1 mg/L,20.1 mg/L,,0.10 mg/L,,0.218 mg/L,,0.0004 mg/L,,8.13 pH,0.0003 mg/L,0.0002 mg/L,1.20 mg/L,0.0001 mg/L,0.497 mg/L,,17.0 C,,0.0010 mg/L,0.7 mg/L,<0.0003 mg/L,,5.6 mg/L,,0.038 ug/L,0.0017 mg/L,<0.0001 mg/L,,,0.018 mg/L,<0.0004 mg/L,-79.94253,43.26627
34,LSC SW2,HAMILTON WEST SWQP,2022/11/24 05:00:00+00,,,,<0.0001 mg/L,0.024 mg/L,,0.0003 mg/L,0.233 mg/L,0.0273 mg/L,<0.0001 mg/L,,<0.0001 mg/L,58.5 mg/L,<2 mg/L,<0.0001 mg/L,,,158 mg/L,0.0008 mg/L,1024 uS/cm,0.0001 mg/L,0.0063 mg/L,,,10.4 mg/L,1780 MPN/100mL,,,0.108 mg/L,216 mg/L,12.9 mg/L,0.0080 mg/L,,17.1 mg/L,0.0800 mg/L,0.0019 mg/L,,98.0 mg/L,,0.12 mg/L,0.0042 mg/L,0.07 mg/L,21.5 mg/L,,0.07 mg/L,,0.106 mg/L,,0.0002 mg/L,,7.96 pH,0.0003 mg/L,0.0002 mg/L,1.85 mg/L,<0.0001 mg/L,0.529 mg/L,,8.9 C,,0.0007 mg/L,0.8 mg/L,<0.0003 mg/L,,1.4 mg/L,,0.043 ug/L,0.0010 mg/L,<0.0001 mg/L,,,0.025 mg/L,<0.0004 mg/L,-79.94253,43.26627
35,LSC SW1,HAMILTON WEST SWQP,2023/01/17 05:00:00+00,,,,<0.0001 mg/L,0.084 mg/L,,0.0004 mg/L,0.189 mg/L,0.033 mg/L,<0.0001 mg/L,,<0.0001 mg/L,74.4 mg/L,<2 mg/L,<0.0001 mg/L,,,216 mg/L,0.0008 mg/L,1224 uS/cm,0.0003 mg/L,0.0068 mg/L,,,10.7 mg/L,3080 MPN/100mL,,,0.328 mg/L,270 mg/L,12.1 mg/L,0.0094 mg/L,,20.5 mg/L,0.079 mg/L,0.0018 mg/L,,136 mg/L,,0.12 mg/L,0.0037 mg/L,0.07 mg/L,18.5 mg/L,,<0.05 mg/L,,0.119 mg/L,,0.0007 mg/L,,7.83 pH,0.0003 mg/L,0.0004 mg/L,2.37 mg/L,0.0001 mg/L,0.76 mg/L,,6.1 C,,0.0022 mg/L,0.3 mg/L,<0.0003 mg/L,,7.4 mg/L,,0.084 ug/L,0.0012 mg/L,<0.0001 mg/L,,,0.056 mg/L,<0.0004 mg/L,-79.93634,43.26854
36,LSC SW1,HAMILTON WEST SWQP,2023/02/14 05:00:00+00,,,,<0.0001 mg/L,0.06 mg/L,,0.0003 mg/L,0.146 mg/L,0.038 mg/L,<0.0001 mg/L,,<0.0001 mg/L,90.7 mg/L,<2 mg/L,<0.0001 mg/L,,,289 mg/L,0.0008 mg/L,1476 uS/cm,0.0003 mg/L,0.0039 mg/L,,,11.1 mg/L,276 MPN/100mL,,,0.184 mg/L,320 mg/L,8.44 mg/L,0.0095 mg/L,,22.6 mg/L,0.0678 mg/L,0.0018 mg/L,,181 mg/L,,0.07 mg/L,0.0031 mg/L,<0.05 mg/L,13.6 mg/L,,<0.05 mg/L,,0.07 mg/L,,0.0006 mg/L,,7.73 pH,0.0002 mg/L,0.0006 mg/L,3.06 mg/L,<0.0001 mg/L,0.953 mg/L,,7.5 C,,0.0018 mg/L,0.5 mg/L,<0.0003 mg/L,,2.2 mg/L,,0.383 ug/L,0.0011 mg/L,<0.0001 mg/L,,,0.026 mg/L,<0.0004 mg/L,-79.93634,43.26854
37,LSC SW1,HAMILTON WEST SWQP,2023/03/22 05:00:00+00,,,,<0.0001 mg/L,0.013 mg/L,,0.0007 mg/L,0.024 mg/L,0.0927 mg/L,<0.0001 mg/L,,<0.0001 mg/L,203 mg/L,<2 mg/L,<0.0001 mg/L,,,324 mg/L,<0.0001 mg/L,1606 uS/cm,<0.0001 mg/L,0.0004 mg/L,,,13.46 mg/L,310 MPN/100mL,,,0.29 mg/L,671 mg/L,2.26 mg/L,0.0276 mg/L,,39.8 mg/L,0.12 mg/L,0.0002 mg/L,,208 mg/L,,0.03 mg/L,0.0004 mg/L,<0.05 mg/L,11.2 mg/L,,<0.05 mg/L,,0.022 mg/L,,<0.0001 mg/L,,7.62 pH,<0.0001 mg/L,<0.0001 mg/L,7.15 mg/L,<0.0001 mg/L,0.506 mg/L,,8.5 C,,0.0005 mg/L,0.3 mg/L,<0.0003 mg/L,,4.4 mg/L,,0.885 ug/L,0.0001 mg/L,<0.0001 mg/L,,,<0.001 mg/L,<0.0004 mg/L,-79.93634,43.26854
38,LSC SW1,HAMILTON WEST SWQP,2023/04/24 05:00:00+00,,,,<0.0001 mg/L,0.151 mg/L,,0.0004 mg/L,0.144 mg/L,0.0342 mg/L,<0.0001 mg/L,,<0.0001 mg/L,84.6 mg/L,<2 mg/L,<0.0001 mg/L,,,231 mg/L,0.0007 mg/L,1265 uS/cm,0.0004 mg/L,0.0035 mg/L,,,13.67 mg/L,5 MPN/100mL,,,0.373 mg/L,300 mg/L,9.56 mg/L,0.0094 mg/L,,21.5 mg/L,0.0796 mg/L,0.0017 mg/L,,140 mg/L,,0.02 mg/L,0.0035 mg/L,<0.1 mg/L,13.3 mg/L,,<0.05 mg/L,,0.048 mg/L,,0.0013 mg/L,,8.08 pH,0.0002 mg/L,0.0005 mg/L,2.5 mg/L,0.0002 mg/L,0.88 mg/L,,12.1 C,,0.005 mg/L,0.2 mg/L,<0.0003 mg/L,,7.4 mg/L,,0.332 ug/L,0.0012 mg/L,<0.0001 mg/L,,,0.022 mg/L,<0.0004 mg/L,-79.93634,43.26854
39,LSC SW1,HAMILTON WEST SWQP,2022/10/12 05:00:00+00,,,,<0.0001 mg/L,0.045 mg/L,,0.0005 mg/L,0.325 mg/L,0.0208 mg/L,<0.0001 mg/L,,<0.0001 mg/L,57.5 mg/L,3 mg/L,<0.0001 mg/L,,,151 mg/L,0.0008 mg/L,1019 uS/cm,0.0002 mg/L,0.0064 mg/L,,,12.1 mg/L,78 MPN/100mL,,,0.143 mg/L,215 mg/L,15.4 mg/L,0.0091 mg/L,,17.4 mg/L,0.0275 mg/L,0.0025 mg/L,,106 mg/L,,0.23 mg/L,0.0039 mg/L,<0.1 mg/L,20.2 mg/L,,0.07 mg/L,,0.193 mg/L,,0.0004 mg/L,,7.89 pH,0.0003 mg/L,0.0002 mg/L,1.15 mg/L,0.0002 mg/L,0.481 mg/L,,15.9 C,,0.0010 mg/L,1.0 mg/L,<0.0003 mg/L,,9.2 mg/L,,0.032 ug/L,0.0016 mg/L,<0.0001 mg/L,,,0.018 mg/L,<0.0004 mg/L,-79.93634,43.26854
40,LSC SW1,HAMILTON WEST SWQP,2022/11/24 05:00:00+00,,,,<0.0001 mg/L,0.059 mg/L,,0.0004 mg/L,0.246 mg/L,0.0245 mg/L,<0.0001 mg/L,,<0.0001 mg/L,55.2 mg/L,<2 mg/L,<0.0001 mg/L,,,149 mg/L,0.0008 mg/L,983 uS/cm,0.0002 mg/L,0.0064 mg/L,,,11.1 mg/L,1730 MPN/100mL,,,0.177 mg/L,207 mg/L,13.0 mg/L,0.0079 mg/L,,16.7 mg/L,0.0684 mg/L,0.0020 mg/L,,94.5 mg/L,,0.16 mg/L,0.0043 mg/L,0.09 mg/L,21.4 mg/L,,0.07 mg/L,,0.117 mg/L,,0.0003 mg/L,,8.08 pH,0.0002 mg/L,0.0002 mg/L,1.79 mg/L,<0.0001 mg/L,0.516 mg/L,,7.6 C,,0.0012 mg/L,0.6 mg/L,<0.0003 mg/L,,3.4 mg/L,,0.024 ug/L,0.0010 mg/L,<0.0001 mg/L,,,0.025 mg/L,<0.0004 mg/L,-79.93634,43.26854
41,LSC SW1,HAMILTON WEST SWQP,2022/12/07 05:00:00+00,,,,<0.0001 mg/L,0.078 mg/L,,0.0004 mg/L,0.23 mg/L,0.0266 mg/L,<0.0001 mg/L,,<0.0001 mg/L,58.6 mg/L,<2 mg/L,<0.0001 mg/L,,,169 mg/L,0.0007 mg/L,1033 uS/cm,0.0002 mg/L,0.006 mg/L,,,10.1 mg/L,930 MPN/100mL,,,0.247 mg/L,223 mg/L,13.4 mg/L,0.0092 mg/L,,18.6 mg/L,0.0558 mg/L,0.0021 mg/L,,109 mg/L,,0.12 mg/L,0.004 mg/L,0.07 mg/L,20.1 mg/L,,0.06 mg/L,,0.094 mg/L,,0.0004 mg/L,,7.7 pH,0.0003 mg/L,0.0002 mg/L,1.96 mg/L,0.0001 mg/L,0.556 mg/L,,9.9 C,,0.0017 mg/L,<1.0 mg/L,<0.0003 mg/L,,4.2 mg/L,,0.049 ug/L,0.001 mg/L,<0.0001 mg/L,,,0.023 mg/L,<0.0004 mg/L,-79.93634,43.26854
42,LSC SW1,HAMILTON WEST SWQP,2023/07/13 05:00:00+00,,,,<0.0001 mg/L,0.077 mg/L,,0.0004 mg/L,0.168 mg/L,0.0387 mg/L,<0.0001 mg/L,,<0.0001 mg/L,64.4 mg/L,<2 mg/L,<0.0001 mg/L,,,180 mg/L,0.0004 mg/L,1116 uS/cm,0.0002 mg/L,0.0028 mg/L,,,9.57 mg/L,1550 MPN/100mL,,,0.235 mg/L,241 mg/L,8.88 mg/L,0.0105 mg/L,,19.5 mg/L,0.0483 mg/L,0.0017 mg/L,,118 mg/L,,0.08 mg/L,0.0027 mg/L,<0.05 mg/L,10.9 mg/L,,<0.05 mg/L,,0.068 mg/L,,0.0007 mg/L,,7.68 pH,0.0002 mg/L,0.0004 mg/L,2.1 mg/L,<0.0001 mg/L,0.743 mg/L,,22.2 C,,0.0022 mg/L,0.5 mg/L,<0.0003 mg/L,,6.8 mg/L,,0.214 ug/L,0.0012 mg/L,<0.0001 mg/L,,,0.012 mg/L,<0.0004 mg/L,-79.93634,43.26854
43,LSC SW1,HAMILTON WEST SWQP,2023/08/16 05:00:00+00,,,,<0.0001 mg/L,0.087 mg/L,,0.0005 mg/L,0.182 mg/L,0.0333 mg/L,<0.0001 mg/L,,<0.0001 mg/L,54.8 mg/L,<3 mg/L,<0.0001 mg/L,,,142 mg/L,0.0004 mg/L,925 uS/cm,0.0005 mg/L,0.0026 mg/L,,,8.72 mg/L,1350 MPN/100mL,,,0.229 mg/L,202 mg/L,9.06 mg/L,0.0086 mg/L,,15.8 mg/L,0.0382 mg/L,0.0017 mg/L,,96 mg/L,,0.14 mg/L,0.0025 mg/L,<0.05 mg/L,10.7 mg/L,,<0.05 mg/L,,0.078 mg/L,,0.001 mg/L,,7.76 pH,0.0003 mg/L,0.0003 mg/L,1.98 mg/L,<0.0001 mg/L,0.56 mg/L,,23.2 C,,0.0019 mg/L,1.5 mg/L,<0.0003 mg/L,,1.2 mg/L,,0.158 ug/L,0.0014 mg/L,<0.0001 mg/L,,,0.01 mg/L,<0.0004 mg/L,-79.93634,43.26854
44,LSC SW1,HAMILTON WEST SWQP,2023/09/25 05:00:00+00,,,,<0.0001 mg/L,0.123 mg/L,,0.0005 mg/L,0.213 mg/L,0.0246 mg/L,<0.0001 mg/L,,<0.0001 mg/L,59.6 mg/L,<2 mg/L,<0.0001 mg/L,,,145 mg/L,0.0005 mg/L,956 uS/cm,0.0003 mg/L,0.0036 mg/L,,,12.7 mg/L,170 MPN/100mL,,,0.337 mg/L,219 mg/L,11.4 mg/L,0.009 mg/L,,17.1 mg/L,0.0304 mg/L,0.0018 mg/L,,96.2 mg/L,,0.06 mg/L,0.0031 mg/L,<0.05 mg/L,14.5 mg/L,,<0.05 mg/L,,0.106 mg/L,,0.0007 mg/L,,8.06 pH,0.0003 mg/L,0.0003 mg/L,2.18 mg/L,<0.0001 mg/L,0.55 mg/L,,19.3 C,,0.0053 mg/L,1 mg/L,<0.0003 mg/L,,10.8 mg/L,,0.077 ug/L,0.0015 mg/L,<0.0001 mg/L,,,0.009 mg/L,<0.0004 mg/L,-79.93634,43.26854
45,LSC SW2,HAMILTON WEST SWQP,2021/07/13 05:00:00+00,,,,<0.0001 mg/L,0.071 mg/L,,0.0005 mg/L,0.181 mg/L,0.0283 mg/L,<0.0001 mg/L,,<0.0001 mg/L,70.3 mg/L,<2 mg/L,<0.0001 mg/L,,,201 mg/L,0.0010 mg/L,1184 uS/cm,0.0006 mg/L,0.0042 mg/L,,,11.56 mg/L,102 MPN/100mL,,,0.196 mg/L,253 mg/L,10.3 mg/L,0.0105 mg/L,,18.7 mg/L,0.0410 mg/L,0.0020 mg/L,,123 mg/L,,0.06 mg/L,0.0036 mg/L,<0.05 mg/L,13.2 mg/L,,0.08 mg/L,,0.116 mg/L,,0.0006 mg/L,,7.74 pH,0.0006 mg/L,0.0004 mg/L,2.11 mg/L,<0.0001 mg/L,0.743 mg/L,,26.6 C,,0.0029 mg/L,0.8 mg/L,<0.0003 mg/L,,4.2 mg/L,,0.114 ug/L,0.0017 mg/L,<0.0001 mg/L,,,0.013 mg/L,<0.0004 mg/L,-79.94253,43.26627
